YEAR,city,agg_income_15plus,agg_income_15plus_race_tot,agg_household_income,agg_household_income_race_tot,agg_household_income_white,agg_family_income,agg_income_15plus_white,agg_household_income_white_nh,agg_income_15plus_white_nh,agg_nonfamily_income,agg_household_income_hisp,agg_income_15plus_hisp,agg_income_15plus_two_races,agg_gross_rent,mean_hh_income_top5pct,median_owner_home_value,mean_hh_income_q5,avg_household_income_hisp,avg_household_income_two,inc_q4_limit,inc_top5pct_lower_limit,avg_family_income,mean_hh_income_q4_alt,avg_household_income_white,avg_household_income_white_nh,avg_household_income,avg_household_income_race_tot,inc_q3_limit,median_family_income,median_hh_inc_owner,median_hh_income_white_nh,median_hh_income_white,median_hh_income,median_hh_inc_all_units,mean_hh_income_q3,median_inc_15plus_male_ftyr,inc_q2_limit,median_earnings_male,median_hh_inc_renter,median_hh_inc_past12_renters,avg_nonfamily_income,mean_hh_income_q2,median_earnings_bachelor,median_inc_15plus_male,median_nonfamily_income,median_earnings_male_somecoll,median_earnings_male_hs,median_household_income,Population_2019,HB2001_Category,treat,post,pre,total_housing_units,occupied_housing_units,vacant_housing_units,homeowner_vacancy_rate,rental_vacancy_rate,units_1_detached,units_1_attached,units_2,units_3_4,units_5_9,units_10_19,units_20_more,rooms_1,rooms_2,rooms_3,rooms_4,rooms_5,rooms_6,rooms_7,rooms_8,rooms_9_more,median_rooms,bedrooms_0,bedrooms_1,bedrooms_2,bedrooms_3,bedrooms_4,bedrooms_5_more,owner_occupied_units,renter_occupied_units,avg_hh_size_owner,avg_hh_size_renter,veh_no,veh_1,veh_2,veh_3_more,occ_per_room_1_or_less,occ_per_room_1_01_to_1_50,occ_per_room_1_51_more,value_less_50000,value_50000_99999,value_100000_149999,value_150000_199999,value_200000_299999,value_300000_499999,value_500000_999999,value_1000000_more,median_value_dollars,housing_with_mortgage,housing_without_mortgage,median_gross_rent_dollars
2018,West Linn,3228442800,3228442800,3177787700,3177787700,2942270700,2676029200,2994105700,2832790200,2887264900,467964500,100529500,127433100,44612900,9471500,5427081,5249500,3239870,1084185.5225546304,530439.4590501273,1981176,2675353,1565142.571980887,1610172,1392977.9821895591,1385452.8771686333,1375214.912954356,1375214.912954356,1320530,1313854,1318400,1108744,1115437,1104847,1104847,1105419,1040091,883516,880642,571017,571017,789386.7546234449,663130,773463,748917,556574,674586,562594,93542.46958818071,26736,Large/Metro,1,0,1,10102,9846,256,0.4,0.8,7787,584,342,485,294,278,268,97,222,406,1108,1221,1388,1230,1609,2821,7,107,489,1770,3623,3176,937,7771,2075,2.7600000000000002,2.3499999999999996,269,2530,4585,2462,9760,65,21,83,15,181,131,678,3347,3129,207,465000,5626,2145,1418
2019,Ashland,1318697700,1318697700,1297745800,1297745800,1204918100,905365100,1231684100,1141656100,1169838200,363273400,62223900,67528200,17231100,6876900,3633748,4085800,2013320,387767.6830008627,200843.9087809037,1044835,1988128,991510.0485062702,849944,763869.7058530612,770630.2120430485,765983.3870746841,765983.3870746841,675458,743714,708988,545183,544011,540325,540325,539056,577143,409745,343586,254926,254926,453512.9898417553,313289,315530,338692,326021,190289,106730,57680.00599397762,21281,Medium,1,0,1,11081,9879,1202,3.2,2.9,6977,976,530,851,414,304,735,571,743,1076,1788,2129,1708,1316,889,861,5.1,648,1453,3074,4311,1323,272,5358,4521,2.12,1.99,773,4068,3529,1509,9761,17,101,87,68,28,212,578,2387,1789,209,441900,2994,2364,1085
2019,Baker City,310877700,310877700,296082900,296082900,287040600,211107400,292783300,279886800,287604800,81321800,7575400,10546600,3836300,1128000,1067785,604000,617167,171754.3242202541,54275.9225650332,373442,577471,312428.0440140661,281304,255593.9339874357,253097.6020070834,251013.46735105052,251013.46735105052,218140,226137,212162,183552,184568,181033,181033,181861,192642,149753,158549,117753,117753,155588.48006863898,116224,198695,137328,116513,135420,145435,45493.29096423156,9809,None,0,0,1,4716,4127,589,2.4,12.9,3379,18,163,174,193,174,236,173,186,594,646,901,807,614,270,525,5.3,173,765,1355,1661,641,121,2806,1321,2.3299999999999996,2,362,1300,1541,924,4047,38,42,195,608,633,486,514,312,58,0,146500,1611,1195,661
2019,Cottage Grove,404559900,404559900,396500800,396500800,359247100,288266300,376148800,345399000,360247600,100089000,17466400,19810300,19595800,1706800,897157,885500,549245,240543.4035598632,232256.5324074074,345508,568157,279799.439684639,285888,234471.8718624924,233866.04166610588,237782.31477059072,237782.31477059072,234182,224161,234879,187180,189778,190795,190795,190707,185775,150675,149410,123853,123853,156200.0726231889,118311,133349,115750,123442,145090,132258,47972.093083504034,10465,Medium,1,0,1,4284,4058,226,0.1,0.8,2923,314,165,187,136,139,193,41,99,413,993,1126,708,416,264,224,5,41,407,1464,1978,289,105,2549,1509,2.58,2.3299999999999996,473,1373,1447,765,3956,88,14,182,0,423,784,877,220,39,24,192600,1725,824,868
2019,Eagle Point,396898800,396898800,395306200,395306200,386934700,303658400,386371500,362659200,367267500,76578500,29017900,22085000,7951300,1158100,358574,268700,206664,99717.8694158076,0,123567,213990,94362.4611559975,102257,90363.0780009341,88996.1226993865,89153.4055029319,89153.4055029319,85793,83073,84008,70451,76162,72361,72361,73180,54134,57676,52494,48304,48304,62975.7401315789,44500,50899,48024,36885,52500,38424,72361,9554,None,0,0,1,3815,3636,179,3.4,0,2983,256,24,196,32,0,40,0,24,138,842,1163,836,322,205,285,5.3,0,117,484,2627,560,27,2800,836,2.53,2.4699999999999998,98,942,1282,1314,3636,0,0,282,39,187,372,934,859,127,0,244400,1732,1068,1258
2019,Forest Grove,1101102300,1101102300,1051634500,1051634500,890026200,815713400,915565400,780513100,796682700,210032000,197435100,226467600,50296900,5150700,1787555,2111700,1193644,564582.5061563712,507964.737557956,801547,1251296,620976.5031058855,657322,553779.3328175424,549915.0666303127,558256.7213136978,558256.7213136978,551185,530977,586409,468098,461380,474069,474069,474603,356139,392728,317799,306942,306942,363489.7167813047,316311,319161,260843,297649,384465,261580,68032.50259631076,25553,Large/Metro,1,0,1,8973,8486,487,0.6,7.6,5437,362,354,447,352,326,1173,326,263,740,1608,1593,1436,1383,734,890,5.5,334,877,2085,3780,1449,448,5039,3447,2.96,2.4499999999999997,673,2479,3139,2195,8243,197,46,327,154,137,171,1428,2296,470,56,319200,3709,1330,1081
2019,Klamath Falls,1051690700,1051690700,1032535800,1032535800,934997700,723838000,948828400,870008200,882731200,281798900,82272700,96030400,28021000,6286400,2300731,1721200,1464921,424893.8507208763,331362.81429976784,953333,1528484,732783.812422851,767647,640763.2811284994,649425.0456537262,636094.5080880669,636094.5080880669,620265,595157,655907,521326,512350,514875,514875,512217,483585,393291,401277,341725,341725,444566.1485842891,308980,374117,333053,321492,380900,386961,49016.688593119354,21753,Medium,1,0,1,10003,9112,891,3,5.5,6376,552,554,662,357,275,837,425,417,1088,2118,1916,1808,1033,478,720,5,433,1308,3351,3742,868,301,4105,5007,2.4899999999999998,2.09,1022,3392,3050,1648,8871,208,33,260,661,971,797,968,364,24,60,159500,2696,1409,765
2019,Newberg,1295564300,1295564300,1253188900,1253188900,1159376300,1011276300,1198173100,1088575800,1120360200,210391100,94911000,105873400,51143300,4428000,2061871,2255800,1336240,363507.2120245743,437604.0905128438,899320,1194595,630328.295803279,728632,599321.1050533956,605492.4369857841,594933.5717881094,594933.5717881094,579578,533289,543454,476231,475385,479754,479754,478877,384872,386620,317788,278647,278647,388687.3774456929,301746,353740,262134,249465,318230,220252,75820.97618020851,23886,Medium,1,0,1,8630,8142,488,0.6,3,5699,458,380,337,427,258,483,268,240,343,1605,1837,1547,982,858,950,5.5,268,473,2012,4141,1440,296,5294,2848,2.68,2.63,446,2392,3590,1714,7630,351,161,287,165,87,276,1416,2691,372,0,320400,4030,1264,1125
2019,Newport,377167100,377167100,365551100,365551100,329780000,241214400,331056000,309844600,314258600,116125600,34087600,32384400,15778500,2247800,1218543,1266500,756707,384335.2063610255,240015.6608439439,470313,793194,362374.938684561,381698,322645.9018796966,319047.5932653069,319601.6800689402,319601.6800689402,303607,291978,299418,244322,246328,246699,246699,245881,236627,195334,159356,199540,199540,246998.2440303225,148464,173211,138022,183505,171065,58311,50361.123929698064,10853,Medium,1,0,1,5792,4637,1155,0.5,3.1,3180,397,374,390,422,176,308,239,250,620,1283,1235,963,569,362,271,4.9,273,608,2277,2014,510,110,2536,2101,2.08,2.3699999999999997,323,2200,1483,631,4585,12,40,145,102,223,367,822,583,262,32,258000,1346,1190,896
2019,North Bend,1166930400,1166930400,1113067200,1113067200,1034632600,830039600,1075253700,1007045000,1046666000,261208100,38577000,42423700,29938900,5323200,2797168,1761500,1515529,440077.0898205306,327713.7747137554,856416,1482153,748577.0148164883,691676,627052.5078565908,631117.3700656815,618523.7075234987,618523.7075234987,551357,580531,530975,466597,465548,454434,454434,459859,449908,377675,351015,354619,354619,378384.7721633155,300654,359934,294899,292837,360013,311619,48869.11637253189,9768,None,0,0,1,4254,3889,365,0,0,3097,175,156,130,183,101,365,90,134,454,646,865,801,556,335,373,5.4,119,332,1212,1869,546,176,2176,1713,2.58,2.29,330,1089,1619,851,3853,36,0,58,52,319,639,581,442,85,0,202300,1438,738,904
2019,Ontario,288619500,288619500,282074600,282074600,262007100,197942900,266981800,191674000,198648200,74700200,85295100,84189900,11419600,1609700,662225,387600,389438,163441.358858791,216062.370365045,233488,374041,182456.2062261697,195188,162158.5812427208,161190.6404563876,161177.22730908298,161177.22730908298,155116,136775,157953,116938,121025,116804,116804,120324,136219,91418,105507,83198,83198,109621.0194424955,70473,139132,77439,71147,61253,98725,38743.09656243383,10994,Medium,1,0,1,4902,4268,634,4.7,4.2,2610,107,574,254,202,182,422,213,229,498,1248,1104,662,425,231,292,4.7,220,447,1715,2034,293,193,2099,2169,2.4499999999999997,2.55,510,1758,1258,742,4141,87,40,346,418,584,370,214,158,9,0,117800,1068,1031,691
2019,Prineville,621456900,621456900,617848900,617848900,600594700,478637900,599028800,578514400,576990300,121422400,25800600,29057500,8598700,2179600,946681,1021300,587432,141823.0001289491,102253.2539018952,364407,640626,292257.0731124608,306415,260058.8719820797,262777.7718592995,256018.71921277168,256018.71921277168,252575,252114,241215,198869,196546,194616,194616,199919,206055,158006,149790,128892,128892,157197.0094275463,127409,201560,128440,118204,176804,125368,47927.39893963756,10734,Medium,1,0,1,4530,4309,221,0,1.5,2950,114,246,292,204,13,295,143,239,375,1016,973,680,591,345,168,5,157,504,1244,2103,488,34,2363,1946,2.25,2.38,287,1391,1679,952,4072,181,56,229,195,268,599,769,271,32,0,188500,1464,899,837
2019,Roseburg,1031380100,1031380100,1019704900,1019704900,962362300,725438400,978484500,934897000,952237800,280334900,31133500,31418200,16887700,5103800,1633310,1344900,954224,368742.52893477445,219126.4835981689,597017,943416,482566.2090505786,467111,398111.95945942216,402040.5843500956,398196.4369986742,398196.4369986742,371307,373698,365099,310476,306440,305311,305311,304283,304381,235555,230612,232852,232852,256382.9303574694,186098,297600,197767,167453,219260,182173,50497.89547266515,23479,Medium,1,0,1,11028,10389,639,4.1,1.8,6683,544,439,681,454,400,914,427,450,983,2228,2116,1992,1185,923,724,5.2,453,1162,3491,4614,1025,283,5489,4900,2.25,2,1209,3844,3422,1914,10168,188,33,517,408,797,1126,1579,960,102,0,195400,3258,2231,849
2019,Sandy,844402700,844402700,828997100,828997100,794222300,656246700,802318200,765497700,773254900,157136600,35530300,36665800,11449800,2012300,1103446,1808100,755196,252207.577770923,36415.1515151515,674653,1117930,489015.4799054322,422336,467321.6555059299,469742.1541185711,460346.97486627614,460346.97486627614,460594,452849,442907,414133,404976,403575,403575,306614,314715,320557,295077,224379,224379,323954.083717266,189797,214724,229635,239884,313889,213064,78769.2588010256,11387,Medium,1,0,1,4276,4066,210,2.1,0,2956,382,65,78,100,260,123,55,42,212,863,1141,795,606,267,295,5.3,72,116,692,2674,671,51,2972,1094,2.71,2.75,176,1209,1538,1143,3943,99,24,289,59,0,191,1256,980,179,18,281300,1962,1010,1228
2019,Silverton,557939200,557939200,543554300,543554300,521950300,455133200,530748200,517240500,523952500,83587800,7308000,18837400,11694100,1574800,1035083,1009300,609355,114739.3939393939,256315.86921850103,374769,659293,304832.596814082,315783,268687.2972507382,269478.6236876083,268850.36577549897,268850.36577549897,268658,248877,232527,212721,213044,213636,213636,219949,191959,179398,153143,91231,91231,159224.42120397772,137277,162783,123657,113755,122265,77917,71766.28329212293,10618,Medium,1,0,1,3981,3831,150,0.8,0,2952,171,95,366,36,146,92,0,45,280,709,768,613,496,575,495,5.8,0,258,1265,1499,776,183,2599,1232,2.69,2.58,142,1365,1577,747,3699,120,12,62,76,141,262,789,1045,224,0,296400,1741,858,967
2019,Sweet Home,344034300,344034300,339252900,339252900,305915300,264185000,311137500,298622700,303385700,70728100,17029000,16452200,7657500,1537000,523109,354900,291669,239632.5103467962,152897.619047619,176445,287350,144861.3459083544,144102,115238.9350361562,115277.2592829802,122959.1986922956,122959.1986922956,115728,114646,106959,93482,94334,95866,95866,95125,101933,75122,86912,65029,65029,75718.09294871791,60640,115380,59527,54782,107459,77590,47921.32539519606,9977,None,0,0,1,3914,3721,193,0.5,6.3,2887,67,68,38,99,107,63,16,39,324,909,1119,768,480,100,159,5.1,42,447,1211,1714,449,51,2314,1407,2.55,2.59,332,978,1330,1081,3630,83,8,116,397,599,743,303,134,22,0,153000,1667,647,934
2019,Tualatin,3691116100,3691116100,3620933300,3620933300,3306057700,2935148800,3303530400,3185835800,3170356900,637686400,150494100,216350600,89615800,13809100,6982382,7056000,4372050,1344293.7946958442,1412462.7371204284,2651321,3684707,2157674.7971067424,2184467,1908678.466019407,1922075.0285221415,1912478.8244406872,1912478.8244406872,1839912,1779749,1815826,1558513,1529460,1546502,1546502,1562927,1350313,1278457,1133246,1120126,1120126,1251826.8980142018,1014925,1137491,959117,888846,877664,763019,97082.64816533,27837,Large/Metro,1,0,1,11327,10787,540,1.3,5.9,5799,769,171,689,1130,912,1718,323,662,1357,2052,1609,1366,1159,1132,1667,5.3,348,1475,2828,4007,2163,506,6057,4730,2.66,2.38,615,3480,4663,2029,10402,219,166,53,114,75,245,859,3026,1685,0,419400,5004,1053,1335
2019,West Linn,3432024000,3432024000,3364739500,3364739500,3148412200,2828973200,3168759400,3033027900,3045946500,507126100,109442900,169511800,47457100,9323200,5753671,5662100,3497119,1378698.6913506968,430946.3886192658,2068497,2735504,1705293.9036940285,1717437,1506483.691533422,1492784.2171764034,1482370.835465738,1482370.835465738,1426640,1428925,1399111,1196345,1211772,1183376,1183376,1200751,1114210,959275,936740,597308,597308,839879.0910958578,722729,826455,782098,559769,673855,669401,100145.092469538,26736,Large/Metro,1,0,1,9959,9734,225,0.5,0.7,7895,542,215,503,237,221,285,102,198,343,929,1186,1489,1163,1676,2873,7.1,111,474,1600,3548,3265,961,7941,1793,2.8099999999999996,2.3299999999999996,309,2332,4546,2547,9675,39,20,28,15,121,108,551,3249,3623,246,493900,5851,2090,1588
2020,Ashland,1283231900,1283231900,1251912700,1251912700,1153701600,892602800,1171510600,1102786900,1118454600,326835400,66194800,70282100,30961100,5629600,4419776,4515900,2444741,558539.0955810875,287350.605851979,1254780,2226327,1165378.7621645126,973988,896202.5582047392,908853.9673499753,900167.7944892468,900167.7944892468,760965,852397,794993,603298,598858,606931,606931,600647,637639,450681,441863,295642,295642,550709.6620169326,342107,362071,374931,355682,129353,238215,59286.37047183189,21281,Medium,1,1,0,11129,9931,1198,3.3,2.1,6749,1318,562,847,418,254,728,561,709,1138,1996,2030,1659,1196,895,945,5.1,608,1629,3245,4049,1337,261,5395,4536,2.18,1.9,601,4129,3810,1391,9803,5,123,45,77,15,203,441,2314,2100,200,469400,3087,2308,1103
2020,Baker City,321277100,321277100,312703800,312703800,301137500,224396500,299371600,296611000,295696400,81813300,5938100,9227400,6857700,1253100,1157009,653200,649200,142884.5101258894,63541.8604651163,396701,568006,316577.60768872534,292362,266211.2339290931,265515.5328353815,263655.0853521632,263655.0853521632,223944,224217,212550,194005,194692,193482,193482,192348,226418,156950,178575,147204,147204,167708.1832254821,125286,201141,137052,130951,172595,139884,48197.33532827155,9809,None,0,1,0,4631,4196,435,2.4,7.2,3407,74,141,193,152,107,217,107,169,403,798,852,801,614,333,554,5.5,107,564,1414,1647,763,136,2898,1298,2.18,2.24,293,1280,1749,874,4141,18,37,136,473,680,594,639,344,32,0,161800,1574,1324,686
2020,Cottage Grove,422026000,422026000,421341600,421341600,370221500,309253700,382818600,356551800,368348200,97887700,25598200,24829100,20327600,1912900,911347,960600,575758,185882.997122976,279360.7943009216,370738,614538,297116.2308079688,307837,247348.1034073833,247131.5893010334,251625.5815461616,251625.5815461616,245085,241891,261612,193208,194526,203076,203076,203714,174130,156552,149309,133747,133747,153220.71021645138,123244,113506,122464,120238,165529,144412,51065.50094261812,10465,Medium,1,1,0,4430,4186,244,1.4,1.8,2959,253,182,248,223,115,272,38,193,588,973,1050,646,395,284,263,4.9,38,615,1425,1964,291,97,2398,1788,2.66,2.14,504,1368,1616,698,4030,143,13,156,0,240,576,1050,310,41,25,216100,1660,738,823
2020,Eagle Point,397057600,397057600,399103100,399103100,393073800,307503500,390830700,366577600,368828000,67673300,16638100,23952800,0,1466900,0,1069900,0,88500.5319148936,0,339614,627437,388177.4664728501,0,311648.46450900973,310546.5888009701,303352.3033201358,303352.3033201358,231630,258206,229824,203462,216598,210256,210256,0,173598,181363,149998,121433,121433,161339.62168248888,0,98533,147392,113065,73313,70684,73674.7594849192,9554,None,0,1,0,3704,3648,56,0,0,2860,294,0,200,0,0,138,85,0,91,766,833,1197,253,164,315,5.6,85,77,618,2500,397,27,2622,1026,2.62,2.3899999999999997,188,800,1251,1409,3637,11,0,203,70,178,287,885,876,123,0,252100,1447,1175,1336
2020,Forest Grove,1125964200,1125964200,1085883600,1085883600,912275000,804545600,928061700,841290300,846369600,255787200,169758700,206375400,61993400,5263900,2077124,2381200,1418970,638399.6204320432,492900.3566874618,1050234,1392882,741509.5478176025,848691,667107.2922947133,679884.7622686607,671076.1317386586,671076.1317386586,681583,650837,741933,575160,552175,556808,556808,567827,444634,461493,376201,251063,251063,498699.54722244205,364907,446037,304412,322669,465069,234489,73304.43853581607,25553,Large/Metro,1,1,0,8955,8601,354,0.5,5.3,5444,339,360,443,311,410,1176,270,313,907,1428,1516,1561,1321,859,780,5.5,336,972,2134,3439,1619,455,5264,3337,2.9899999999999998,2.4,578,2585,3336,2102,8369,180,52,308,89,153,135,1076,2909,567,27,346400,3768,1496,1152
2020,Klamath Falls,1063002200,1063002200,1051507600,1051507600,941626400,732134400,945629300,881669300,885528100,289233900,87472600,101209000,45376700,6618800,2066890,2028900,1350124,444785.1534593278,503204.2302631597,1078365,1726662,824639.919454231,731190,737049.0052053321,743618.2654591753,725819.2808412566,725819.2808412566,729921,680297,739138,587128,596035,593531,593531,492497,546884,473003,425624,418175,418175,535733.0131708914,303877,487046,382145,327623,417532,370212,50669.00205933766,21753,Medium,1,1,0,10269,9507,762,1.3,3.8,6500,481,650,619,427,294,1030,436,583,983,2102,1893,1890,1005,606,771,5,459,1474,3326,3562,946,502,4338,5169,2.38,2.05,1025,3655,3090,1737,9359,109,39,200,589,915,722,1296,468,94,54,180900,2827,1511,766
2020,Newberg,1415850100,1415850100,1395138800,1395138800,1315720000,1141238300,1317189600,1234236300,1239369000,219700900,97957500,109982400,55633300,5077200,1977310,2725100,1275900,624291.1522388746,533669.6157126204,1070585,1392101,801900.3593678697,689982,770529.5870789484,780578.5813996897,753893.0536001411,753893.0536001411,703722,637568,671045,607660,596513,576260,576260,484801,457384,487336,379054,403693,403693,487101.9299452785,326686,447133,320426,312760,422225,276920,80286.29739376043,23886,Medium,1,1,0,8700,8305,395,0.6,1.4,5669,793,303,279,307,273,681,352,201,384,1613,1995,1511,829,939,876,5.4,363,395,1952,4302,1311,377,5293,3012,2.7,2.54,504,2375,3616,1810,7873,216,216,153,174,84,228,1117,2925,612,0,341400,4232,1061,1281
2020,Newport,399001400,399001400,383218400,383218400,349288100,262339700,357086100,330309500,339118000,111957000,34499600,34206100,13143800,2232100,914103,1406000,615343,373528.7241806798,232175.65665344172,497867,908727,397789.6310443854,336821,340355.9465111083,338371.6251054505,337025.1241357224,337025.1241357224,321028,347445,329684,257263,255124,260156,260156,208685,260372,200233,163617,199259,199259,236725.3404477525,127560,174893,135448,188140,132169,63078,52144.561178303775,10853,Medium,1,1,0,5568,4556,1012,1.4,3,2920,419,283,440,486,142,298,153,242,647,1168,1095,1005,581,382,295,5,181,644,2117,1949,575,102,2468,2088,2.24,2.36,294,1928,1548,786,4525,17,14,75,103,253,337,621,633,398,48,277800,1181,1287,949
2020,North Bend,1154726600,1154726600,1095097900,1095097900,1002900000,817472800,1047311900,975847100,1018910700,256505100,38331500,41897500,23173000,4398800,3437838,2469500,1879117,434730.4498333278,419070.0965535369,1182949,1951109,1019533.1723422036,907339,835480.646773874,847285.2494613746,843848.7879353043,843848.7879353043,784259,816703,802258,633306,619883,619452,619452,585322,613480,512823,494703,366679,366679,497087.8624664314,355944,565919,401000,348568,276761,337956,55530.8087992937,9768,None,0,1,0,4363,3989,374,1.8,0,3207,87,203,212,245,104,273,83,166,392,963,762,878,485,219,415,5.3,141,310,1403,1910,454,145,2295,1694,2.4899999999999998,2.2800000000000002,334,1124,1684,847,3920,69,0,25,36,287,554,890,386,69,48,228700,1656,639,857
2020,Ontario,290154100,290154100,277662300,277662300,246726900,200292500,257490000,177927900,189804300,69027700,91578600,91764400,17504100,1494600,666890,393400,391070,159015.2833620108,209510.99320882905,235213,410453,193981.0204332517,188781,162232.885536253,162519.5505695074,159649.6062121506,159649.6062121506,151593,135703,133950,103523,119396,113857,113857,116791,126661,89985,99901,88649,88649,99168.94005775749,71667,73822,88676,65418,105231,104502,37436.67913314488,10994,Medium,1,1,0,4866,4315,551,2.8,3.3,2744,89,422,238,136,168,524,215,200,537,1337,851,820,388,271,247,4.7,222,535,1416,2252,296,145,2303,2012,2.44,2.54,615,1626,1343,731,4212,69,34,416,344,649,486,251,157,0,0,121600,1141,1162,671
2020,Prineville,650049900,650049900,643585900,643585900,621374400,499990400,615987300,596011800,584982200,121090500,24846500,45323000,19172300,2119900,882322,1690300,605562,99723.8014292653,86678.62292718099,666915,943762,471040.4980685796,372932,436642.8517622694,440245.192951982,430103.2653839377,430103.2653839377,444318,416031,420319,388508,383933,381349,381349,247422,366835,301403,271038,131828,131828,278835.9119451319,152378,212025,208230,152301,239966,181967,63059.05844424999,10734,Medium,1,1,0,4651,4456,195,0,1.5,2753,290,237,341,117,28,335,179,269,333,972,1284,578,501,380,155,4.9,192,582,1139,2289,415,34,2455,2001,2.29,2.34,305,1546,1710,895,4302,154,0,222,242,214,583,843,327,24,0,196800,1575,880,915
2020,Roseburg,1005190900,1005190900,1013220800,1013220800,949912300,730246600,942255600,925944400,917755800,262634400,24670500,32775700,30698600,5261400,2137654,2511500,1384684,250470.4144359212,281764.0776085738,1002615,1659516,797479.5936021727,713201,687519.3017526529,691108.4457300167,686085.6157122616,686085.6157122616,661211,660840,555486,464430,464030,471603,471603,467616,547669,418651,445881,372694,372694,450371.42330029246,296732,524179,299051,255811,229591,274508,52452.55449944088,23479,Medium,1,1,0,10907,10381,526,2.6,1.1,6575,573,457,794,440,288,853,370,379,834,2184,2547,1975,924,881,813,5.2,370,1069,3473,4500,1219,276,5795,4586,2.2600000000000002,2.01,1110,3682,3701,1888,10175,195,11,378,452,828,1084,1960,985,108,0,206900,3437,2358,934
2020,Sandy,846212700,846212700,831878100,831878100,790185800,674789500,797394700,768973000,771903200,140799800,34016600,39016700,17030800,2240500,1247793,1849800,929748,270404.8841509682,60635.8974358974,702830,972852,503483.35870004416,580207,463382.55505882227,465855.5929485709,450479.5707266948,450479.5707266948,469168,455758,451311,410855,407561,391335,391335,391290,301428,323160,256271,228826,228826,276617.89006035065,255243,214796,230862,242966,308844,205921,79628.41969602332,11387,Medium,1,1,0,4325,4110,215,2,0,3172,301,66,98,91,246,109,38,15,186,797,1511,732,512,205,329,5.2,38,99,703,2860,601,24,3052,1058,2.8299999999999996,2.53,162,1047,1710,1191,4000,104,6,210,49,0,76,944,1591,171,11,319300,2297,755,1257
2020,Silverton,570053800,570053800,554185500,554185500,529712600,470207600,543205800,525483300,535742700,77265300,13425500,17356800,13956600,1710900,1225151,1103300,681598,149662.32585069572,234111.8353344772,390647,712002,318105.87922063144,328395,288720.9358339061,291047.4451105821,282526.71261367906,282526.71261367906,271764,242693,247290,223625,222307,218236,218236,219544,191547,173910,142295,111178,111178,167637.2145687925,127973,154316,119192,116718,87250,82094,72941.20729411764,10618,Medium,1,1,0,3878,3744,134,0.7,0,2806,116,77,466,9,160,135,0,47,246,797,694,589,515,447,543,5.8,0,281,1218,1495,675,209,2488,1256,2.8499999999999996,2.59,128,1265,1624,727,3622,122,0,73,77,100,190,639,1168,241,0,324300,1640,848,1007
2020,Sweet Home,372965700,372965700,364210900,364210900,326215100,291440500,334663300,317421800,327353700,68922700,15254500,13727900,14325900,1730400,643031,538800,394878,187983.0024813894,108638.3475783475,255697,403057,208620.16282544695,212099,172706.6481370703,172171.8286246279,179736.6783902623,179736.6783902623,180771,176360,168936,157639,156788,159618,159618,156543,172182,124378,124103,134191,134191,111402.5122255664,95889,63988,96262,81619,149837,76601,53017.80626628365,9977,None,0,1,0,4137,3935,202,3.2,6.4,3012,31,130,118,182,69,42,26,29,323,894,1312,806,446,98,203,5.1,48,396,1284,1978,411,20,2375,1560,2.3699999999999997,2.59,320,1379,1328,908,3806,115,14,210,285,604,651,443,158,24,0,156000,1691,684,976
2020,Tualatin,3768839200,3768839200,3733552300,3733552300,3321180500,3109510300,3319540800,3227411700,3216322200,573947900,168630600,224205400,149694300,14301400,8219268,7886800,4946597,1333682.5688034557,1807141.4651586823,2920967,3921088,2399555.403228459,2413125,2166596.3205933603,2189251.164623576,2148087.28505199,2148087.28505199,2030934,1912780,1945855,1752705,1714424,1741786,1741786,1739443,1399930,1443917,1209841,1154455,1154455,1249899.053818165,1165292,1177800,1057200,962873,838071,818215,104102.33877992768,27837,Large/Metro,1,1,0,11172,10584,588,1.4,6.4,5581,804,184,804,1112,926,1634,319,539,1376,1996,1774,1339,1200,1130,1499,5.3,344,1394,3059,3729,2231,415,5745,4839,2.71,2.4499999999999997,487,2853,5057,2187,10218,213,153,46,50,22,164,585,2920,1958,0,443400,4627,1118,1408
2020,West Linn,3561732300,3561732300,3537576300,3537576300,3320193100,2988480800,3299783100,3231589600,3204698800,515119500,89686100,136150700,70123000,8400100,7846653,7140600,4645401,1515587.7998391115,645662.1199473534,2655333,3262271,2198409.791143424,2179757,1960822.93401838,1951940.530344815,1911587.4169145469,1911587.4169145469,1771050,1754375,1723829,1546726,1551952,1507751,1507751,1496058,1351936,1204660,1198030,724077,724077,1006739.78136923,906491,976917,1002642,679584,531229,598813,112048.47116825145,26736,Large/Metro,1,1,0,10166,9887,279,0.5,2.3,7979,543,275,391,397,226,286,87,146,362,941,1223,1510,1130,1582,3185,7.2,87,433,1691,3702,3173,1080,8107,1780,2.77,2.34,237,2259,4715,2676,9823,44,20,18,15,114,85,440,3036,4159,240,528600,5629,2478,1597
