YEAR,city,agg_income_15plus,agg_income_15plus_race_tot,agg_household_income,agg_household_income_race_tot,agg_household_income_white,agg_family_income,agg_income_15plus_white,agg_household_income_white_nh,agg_income_15plus_white_nh,agg_nonfamily_income,agg_household_income_hisp,agg_income_15plus_hisp,agg_income_15plus_two_races,agg_gross_rent,mean_hh_income_top5pct,median_owner_home_value,mean_hh_income_q5,avg_household_income_hisp,avg_household_income_two,inc_q4_limit,inc_top5pct_lower_limit,avg_family_income,mean_hh_income_q4_alt,avg_household_income_white,avg_household_income_white_nh,avg_household_income,avg_household_income_race_tot,inc_q3_limit,median_family_income,median_hh_inc_owner,median_hh_income_white_nh,median_hh_income_white,median_hh_income,median_hh_inc_all_units,mean_hh_income_q3,median_inc_15plus_male_ftyr,inc_q2_limit,median_earnings_male,median_hh_inc_renter,median_hh_inc_past12_renters,avg_nonfamily_income,mean_hh_income_q2,median_earnings_bachelor,median_inc_15plus_male,median_nonfamily_income,median_earnings_male_somecoll,median_earnings_male_hs,median_household_income,Population_2019,HB2001_Category,treat,post,pre,total_housing_units,occupied_housing_units,vacant_housing_units,homeowner_vacancy_rate,rental_vacancy_rate,units_1_detached,units_1_attached,units_2,units_3_4,units_5_9,units_10_19,units_20_more,rooms_1,rooms_2,rooms_3,rooms_4,rooms_5,rooms_6,rooms_7,rooms_8,rooms_9_more,median_rooms,bedrooms_0,bedrooms_1,bedrooms_2,bedrooms_3,bedrooms_4,bedrooms_5_more,owner_occupied_units,renter_occupied_units,avg_hh_size_owner,avg_hh_size_renter,veh_no,veh_1,veh_2,veh_3_more,occ_per_room_1_or_less,occ_per_room_1_01_to_1_50,occ_per_room_1_51_more,value_less_50000,value_50000_99999,value_100000_149999,value_150000_199999,value_200000_299999,value_300000_499999,value_500000_999999,value_1000000_more,median_value_dollars,housing_with_mortgage,housing_without_mortgage,median_gross_rent_dollars
2023,Baker City,429773700,429773700,418425300,418425300,391022900,292977300,396655500,389744500,391756900,119624200,3061000,9456700,12016400,1433300,1315851,968600,799981,58597.7941176471,121884.7334717019,495540,844959,411576.462480443,372101,326049.0074526524,327522.1857154561,322156.1737842602,322156.1737842602,285394,326406,273289,241885,240578,241253,241253,241462,269700,192035,222087,105054,105054,204537.0402388698,150051,233854,168620,140817,200016,170818,60212.19451114923,9809,None,0,1,0,4798,4531,267,0,4.9,3571,75,101,168,126,34,305,57,166,368,911,880,781,685,408,542,5.5,57,556,1210,2094,747,134,3291,1240,2.22,1.91,328,1465,1711,1027,4515,5,11,24,211,399,564,986,847,249,11,233500,1935,1356,833
2023,Cottage Grove,581313300,581313300,578307500,578307500,502474300,407645900,509769200,492061000,500136600,146654700,35496300,35015600,34977300,2303900,1157410,1415800,741940,300591.5162470379,260797.4012264894,480595,814682,360018.9947256262,412672,339323.95743200334,338748.1442032245,331202.0456552507,331202.0456552507,347498,313716,334765,267708,267799,270146,270146,271438,216553,209908,187530,179777,179777,231702.02136108905,164213,204172,155539,153793,227529,180299,67896.62721522593,10465,Medium,1,1,0,4408,4258,150,1.4,3.1,2864,260,114,227,163,155,296,35,165,695,637,1110,709,467,289,301,5.1,47,649,1037,2087,471,117,2429,1829,2.53,2.3499999999999996,387,1406,1662,803,4029,229,0,185,28,24,39,778,1161,204,10,318800,1816,613,1031
2023,Eagle Point,377633000,377633000,380054700,380054700,345900800,277130200,338570700,335308900,331686700,80863800,16501700,21827900,21732000,1647400,692575,1419200,506438,68188.8429752066,188877.5641025643,339974,575023,271751.6903597836,313528,261076.3398360204,260006.3136251227,260273.3178302542,260273.3178302542,294059,237284,283145,250351,253824,248327,248327,245046,182969,193825,102763,207501,207501,200986.87042124552,166912,141687,131362,164245,92600,94554,91413.10086429652,9554,None,0,1,0,3724,3527,197,0,8.2,2590,285,70,155,112,0,108,94,24,406,679,422,1305,322,251,221,5.7,94,158,834,2198,402,38,2626,901,2.73,2.8899999999999997,115,702,1488,1222,3310,217,0,151,20,17,82,209,1681,446,20,393400,1694,932,1371
2023,Forest Grove,1359168000,1359168000,1337166100,1337166100,1051477300,1032002300,1055469100,972075300,974316100,268324000,274808200,302116900,115802000,6442700,2550108,3234300,1712101,841282.7787919705,928310.5978151108,1214794,1690637,885082.2108701261,1032759,784681.0934623037,786727.8199246587,803162.900751469,803162.900751469,839943,799294,868085,671688,670223,689904,689904,692092,530176,568033,480273,315059,315059,543996.1366443868,423329,410003,370987,282207,583996,354104,88399.0778722308,25553,Large/Metro,1,1,0,9110,8888,222,0.8,2,5266,414,340,659,462,344,943,207,572,825,1259,1976,1342,1144,1012,773,5.4,300,1116,2118,3515,1666,395,5541,3347,3.09,2.3899999999999997,795,2546,3265,2282,8578,302,8,345,70,73,158,391,2305,2089,110,464300,3720,1821,1393
2023,Klamath Falls,1334869000,1334869000,1320028800,1320028800,1100048000,943934800,1091191900,1051654200,1051405000,336783900,153678600,151256700,125090000,7236500,3778544,2795500,2183411,904185.9010476746,757624.284972709,1276393,2085320,1088035.1934466125,1038177,881995.8511278213,890125.496577797,896688.0251130986,896688.0251130986,839859,831750,837863,679827,684375,671415,671415,674504,665157,546042,552890,527081,527081,623423.3190933181,423510,614226,440456,498042,561341,364764,58558.12643164554,21753,Medium,1,1,0,9947,9245,702,0.7,2.2,6447,338,705,661,477,199,876,514,354,767,2644,1793,1648,760,753,714,4.9,605,1342,3274,3508,716,502,4459,4786,2.46,2.13,1073,3196,3067,1909,8983,122,140,158,425,542,487,1237,1220,299,91,257400,2949,1510,962
2023,Newberg,1934997000,1934997000,1881910400,1881910400,1649523200,1604824800,1656819700,1595575300,1616904300,244056700,171259000,202252900,144070200,6911200,2275235,3607500,1472344,638364.6090557484,810853.4164304743,1212265,1630767,994888.6879707676,822555,897906.6775699424,909235.2844684438,892732.0963060191,892732.0963060191,876914,809991,833638,747010,732655,720954,720954,580196,639275,589582,538343,286985,286985,462375.84630512906,389420,456298,374214,375295,569409,348720,101503.74883968284,23886,Medium,1,1,0,9883,9378,505,2.2,0.8,5843,967,320,437,418,286,928,444,286,982,1876,1536,2193,961,919,686,5.4,455,623,2333,4771,1321,380,5844,3534,2.72,2.2600000000000002,877,2608,3652,2241,8830,216,332,104,349,182,46,356,2494,2294,19,453700,4489,1355,1562
2023,Newport,493341800,493341800,515205800,515205800,430378200,341723300,425484600,412181700,404591100,163625000,43555500,41391200,30997200,2578700,1694280,2091100,894644,479401.9120044258,478675.05026172416,637268,1062451,541522.5454148966,391145,404616.1906531582,399308.8889192903,435874.7238403046,435874.7238403046,373798,414004,383336,294439,303043,313102,313102,242765,286373,250525,205537,216507,216507,322344.0060201394,150911,262191,160636,235517,146085,110271,63046.09980605699,10853,Medium,1,1,0,5779,4796,983,2.7,3.7,2963,394,382,529,404,123,413,148,264,751,1097,1199,946,656,411,307,5,169,840,1770,2375,564,61,2772,2024,2.06,2.17,316,2193,1643,644,4743,35,18,120,50,66,178,377,1094,731,156,404800,1428,1344,1153
2023,North Bend,1301753300,1301753300,1277196600,1277196600,1126117900,910689400,1138656200,1097388700,1118880700,321248200,62070100,79114400,83676500,4915400,3333859,3589000,2205056,673058.7775427254,895551.1920657834,1440244,2255452,1127446.959826452,1207820,958738.4196326836,954918.9605029662,970944.132463822,970944.132463822,975165,978581,937956,767612,771021,780200,780200,780904,707408,621872,583891,392144,392144,611010.4161177438,472212,719873,484351,410308,548534,410415,70104.60872350338,9768,None,0,1,0,4671,4303,368,1.6,1.6,3372,98,296,228,223,67,378,92,151,490,1149,943,654,599,210,383,5,172,515,1318,1977,559,130,2630,1673,2.4499999999999997,2.16,380,1364,1705,854,4153,110,40,27,0,106,186,958,953,320,80,306600,1730,900,1036
2023,Ontario,368051500,368051500,335967800,335967800,248980800,247575300,276181500,205185100,225285300,84415100,115623000,124015600,45497100,1559800,739287,604800,476934,218991.38120368824,196742.9993252362,276867,537584,244196.33452042867,221197,189364.8801394112,180072.44879340648,192690.6355539457,192690.6355539457,170266,178352,156897,123583,134608,136153,136153,139223,148715,118034,115209,114751,114751,112746.6948840796,91959,139165,100063,95492,138574,89967,45093.11531757652,10994,Medium,1,1,0,4991,4475,516,0.4,3.9,2908,141,368,391,262,88,338,132,257,858,1088,936,583,416,308,413,4.7,151,675,1643,1896,476,150,2656,1819,2.59,2.48,368,1762,1387,958,4223,145,107,393,112,406,287,630,781,34,13,217500,1476,1180,790
2023,Prineville,976304600,976304600,975852300,975852300,905609800,784134000,896331700,889155800,880455000,171722200,45556400,52744900,57016000,2636300,1792165,2584400,1071216,285737.3779301638,642423.3326684785,858021,1189983,673925.1671195374,600666,611675.9599290765,616392.7528448512,612863.0068596329,612863.0068596329,593610,556455,527498,504325,507291,507160,507160,417470,413786,421154,368405,155877,155877,402069.52895404515,281925,434634,309901,319183,381507,273126,84024.91297136871,10734,Medium,1,1,0,4793,4515,278,0,4.7,3141,375,163,31,135,36,267,76,179,286,1199,1180,952,297,326,298,5.1,91,474,1340,2450,417,21,2730,1785,2.4499999999999997,2.4299999999999997,351,1245,1722,1197,4312,191,12,168,60,161,15,492,1333,501,0,364600,1772,958,1245
2023,Roseburg,1105568100,1105568100,1099971100,1099971100,1000125900,781828400,1001563800,990640500,987478700,293159100,30703000,47531800,68824500,5516400,2777693,3118000,1709993,468976.93047941715,429144.7637108029,1186093,1878138,902362.2267121832,898187,796729.5541864482,800632.0492920222,793304.0619089794,793304.0619089794,743904,732757,679589,649612,645592,646382,646382,583816,621548,483240,480865,434057,434057,572157.5920576494,340579,595856,413653,266552,331782,417464,60834.685901300494,23479,Medium,1,1,0,10455,9890,565,0.9,2.1,6346,469,409,939,419,348,774,500,591,540,1969,2650,1570,975,805,855,5.1,500,1117,3589,3784,1173,292,5245,4645,2.4499999999999997,2.11,1000,3116,3988,1786,9714,64,112,344,176,428,486,1619,1974,161,57,266600,3109,2136,1015
2023,Sandy,1123009100,1123009100,1094813500,1094813500,967502400,856726900,997734400,955408700,983871500,223319700,85773900,81082100,90617800,2389600,1498626,2552100,1160245,481629.7700489062,496629.5169929209,889212,1231387,620609.04353686,724938,575032.1199011611,577863.0016674789,571099.630730775,571099.630730775,601030,570000,557799,512509,509953,504975,504975,501234,412546,422432,345637,259544,259544,438633.5538583183,332320,283806,273830,290032,375283,256771,103197.49656412304,11387,Medium,1,1,0,4824,4643,181,0.7,4.3,3621,383,41,48,156,117,287,32,181,134,632,1782,634,569,279,581,5.3,32,410,358,2998,885,141,3712,931,2.94,1.92,179,779,2342,1343,4622,21,0,104,85,11,39,153,2378,919,23,450200,2775,937,1640
2023,Silverton,601369900,601369900,588623500,588623500,531212600,477454300,546568900,526682800,538547500,101799100,25645800,29883900,32782800,2249500,1074965,1449300,704407,158737.0790080851,369812.1259303228,473461,708563,353955.11403517,386990,321164.65479168145,323908.1892293117,311847.98485197563,311847.98485197563,311581,300850,303410,282588,279595,267626,267626,260324,219175,195394,188782,86489,86489,192289.20772174015,147063,158564,151812,139463,201045,170271,88596.4596580114,10618,Medium,1,1,0,3927,3912,15,0,0,2790,200,77,302,115,173,189,20,112,251,643,798,490,557,513,543,5.8,38,327,1035,1720,676,131,2448,1464,2.52,2.8699999999999997,167,1522,1309,914,3790,102,20,43,59,42,36,308,930,1030,0,461800,1547,901,1479
2023,Sweet Home,506259100,506259100,499503600,499503600,413879800,400106400,427653200,405268000,422084700,92367200,11151400,14545900,34245000,1837100,1075920,897100,575140,130693.74689826313,374212.07067943434,347391,495356,281915.7648954066,285518,225871.9168022356,229438.854555753,244807.0074287206,244807.0074287206,235975,230429,212773,198580,197558,200588,200588,197416,207349,158320,154370,69234,69234,155307.3377406064,119823,0,128535,94222,180133,182561,69232.86127758105,9977,None,0,1,0,4203,4102,101,1.6,0,2984,91,131,300,107,33,0,63,8,440,773,1090,1024,425,129,251,5.3,74,459,1484,1789,269,128,2650,1452,2.5,2.25,281,1457,1110,1254,3916,146,40,325,57,52,367,1089,512,224,24,245700,1851,799,1135
2023,Tualatin,4452160300,4452160300,4406757400,4406757400,3675379800,3580660100,3661587900,3604313000,3600770100,752642800,263008200,342025200,321292100,18637200,9757580,10525400,5834021,1581218.442128562,2455268.4582024575,3354570,4068511,2869806.602476155,2917058,2585793.9928533435,2583186.8089068886,2544860.261802528,2544860.261802528,2406381,2272357,2350464,2064801,2051902,2067064,2067064,2060583,1649418,1727509,1428792,1479624,1479624,1540168.5600613416,1342685,1325257,1228154,1196513,966472,453899,123202.1643588278,27837,Large/Metro,1,1,0,11357,10766,591,1.4,6.2,5658,938,279,833,992,1002,1414,206,435,1635,2045,1746,1428,1096,1092,1674,5.3,225,1533,2788,4269,1998,544,5951,4815,2.7,2.3699999999999997,470,2887,5178,2231,10423,277,66,41,116,48,26,159,1352,4134,75,595800,4347,1604,1729
2023,West Linn,4238258900,4238258900,4200964900,4200964900,3772233400,3602515600,3773234100,3703974600,3706828300,558585600,157871800,195807500,213759200,9836800,9482598,9802600,5637188,2272462.61013765,2164414.786108569,3005946,3417821,2673958.138103947,2644378,2325795.81046297,2318930.274179784,2297733.006458062,2297733.006458062,2155630,2108955,2017418,1861053,1839113,1792650,1792650,1779330,1651477,1432956,1382903,607990,607990,1102315.701133479,1053861,1111816,1145156,739173,917339,363988,132252.0894592006,26736,Large/Metro,1,1,0,10482,9919,563,0.1,6.4,8110,495,295,200,647,373,303,129,277,454,876,1050,1386,1225,1573,3512,7.4,129,678,1270,3545,3672,1188,8315,1604,2.7800000000000002,2.3,278,2249,4738,2654,9849,70,0,25,18,28,21,193,1196,5581,1253,733300,5688,2627,2006
