YEAR,city,agg_income_15plus,agg_income_15plus_race_tot,agg_household_income,agg_household_income_race_tot,agg_household_income_white,agg_family_income,agg_income_15plus_white,agg_household_income_white_nh,agg_income_15plus_white_nh,agg_nonfamily_income,agg_household_income_hisp,agg_income_15plus_hisp,agg_income_15plus_two_races,agg_gross_rent,mean_hh_income_top5pct,median_owner_home_value,mean_hh_income_q5,avg_household_income_hisp,avg_household_income_two,inc_q4_limit,inc_top5pct_lower_limit,avg_family_income,mean_hh_income_q4_alt,avg_household_income_white,avg_household_income_white_nh,avg_household_income,avg_household_income_race_tot,inc_q3_limit,median_family_income,median_hh_inc_owner,median_hh_income_white_nh,median_hh_income_white,median_hh_income,median_hh_inc_all_units,mean_hh_income_q3,median_inc_15plus_male_ftyr,inc_q2_limit,median_earnings_male,median_hh_inc_renter,median_hh_inc_past12_renters,avg_nonfamily_income,mean_hh_income_q2,median_earnings_bachelor,median_inc_15plus_male,median_nonfamily_income,median_earnings_male_somecoll,median_earnings_male_hs,median_household_income,Population_2019,HB2001_Category,treat,post,pre
2022,Silverton,571657500,571657500,562216900,562216900,514191300,456469100,520312800,510031800,513429400,96695800,25744400,27928700,26896800,2242700,1023096,1294800,674098,176451.0740469208,348982.5313116358,446431,690908,340543.681800829,370034,308079.73538674356,310758.1220448353,300068.6540932821,300068.6540932821,306775,293890,301737,272240,269914,253691,253691,255547,212742,197960,177593,79692,79692,187136.86524981668,144748,177648,139936,133792,183129,152294,83443.18114005098,10618,Medium,1,1,0
2022,Sweet Home,485113600,485113600,477077700,477077700,407992900,386100300,417094900,398304700,410938200,85355900,6056600,13677400,29414200,1735200,1147753,824300,582017,94634.375,333714.04565377353,322940,521917,269212.73008837865,265433,227822.4880770336,227175.16315980087,240644.4579003884,240644.4579003884,218992,212240,198287,186117,185719,190773,190773,186592,182266,149254,149362,96033,96033,170190.4758118817,117686,167917,117635,101251,149974,144128,65793.57247706423,9977,None,0,1,0
2022,Tualatin,4413587500,4413587500,4353818500,4353818500,3724150300,3589899300,3715449200,3635005900,3635550400,695092500,253330300,321027900,255147100,17645400,9453474,9701100,5720129,1523117.5405611964,2268826.4371919692,3274232,4046287,2819409.3445007834,2848352,2526111.2714294684,2546258.4438365954,2487671.603449372,2487671.603449372,2339499,2261623,2235976,2014941,2007622,2016137,2016137,2006165,1646591,1659728,1442684,1423857,1423857,1428644.8826376454,1319779,1355148,1253215,1163900,796088,856055,118886.88196219366,27837,Large/Metro,1,1,0
2022,West Linn,4225187400,4225187400,4173877000,4173877000,3789026400,3563667200,3789732000,3716446900,3714548600,568934500,146924800,178196000,170323800,9473100,9420084,9130600,5545881,1979527.2163137472,2020467.431133865,2945380,3409069,2594536.3008046052,2540915,2265343.125532325,2265822.803860914,2238563.879074642,2238563.879074642,2061488,2018033,1958109,1757115,1746347,1729002,1729002,1700263,1625148,1364282,1392653,629859,629859,1109918.2144881329,1035736,1141132,1162463,777977,746313,515547,128759.04618039264,26736,Large/Metro,1,1,0
2023,Ashland,1601248500,1601248500,1584993400,1584993400,1428558600,1109970300,1450603300,1400819000,1408683200,439057000,89758400,109077200,85190100,7465000,5186274,5701000,2929563,999108.4645107482,1100799.3334663822,1567635,2281629,1414773.2970241825,1212704,1087832.5612740547,1102891.551797205,1089796.0510415991,1089796.0510415991,928546,1081343,1055266,758920,762277,742368,742368,743025,773750,555834,549222,295735,295735,646186.5770700906,403496,370592,457056,429595,158117,209601,73118.74033047736,21281,Medium,1,1,0
2023,Baker City,429773700,429773700,418425300,418425300,391022900,292977300,396655500,389744500,391756900,119624200,3061000,9456700,12016400,1433300,1315851,968600,799981,58597.7941176471,121884.7334717019,495540,844959,411576.462480443,372101,326049.0074526524,327522.1857154561,322156.1737842602,322156.1737842602,285394,326406,273289,241885,240578,241253,241253,241462,269700,192035,222087,105054,105054,204537.0402388698,150051,233854,168620,140817,200016,170818,60212.19451114923,9809,None,0,1,0
2023,Cottage Grove,581313300,581313300,578307500,578307500,502474300,407645900,509769200,492061000,500136600,146654700,35496300,35015600,34977300,2303900,1157410,1415800,741940,300591.5162470379,260797.4012264894,480595,814682,360018.9947256262,412672,339323.95743200334,338748.1442032245,331202.0456552507,331202.0456552507,347498,313716,334765,267708,267799,270146,270146,271438,216553,209908,187530,179777,179777,231702.02136108905,164213,204172,155539,153793,227529,180299,67896.62721522593,10465,Medium,1,1,0
2023,Eagle Point,377633000,377633000,380054700,380054700,345900800,277130200,338570700,335308900,331686700,80863800,16501700,21827900,21732000,1647400,692575,1419200,506438,68188.8429752066,188877.5641025643,339974,575023,271751.6903597836,313528,261076.3398360204,260006.3136251227,260273.3178302542,260273.3178302542,294059,237284,283145,250351,253824,248327,248327,245046,182969,193825,102763,207501,207501,200986.87042124552,166912,141687,131362,164245,92600,94554,91413.10086429652,9554,None,0,1,0
2023,Forest Grove,1359168000,1359168000,1337166100,1337166100,1051477300,1032002300,1055469100,972075300,974316100,268324000,274808200,302116900,115802000,6442700,2550108,3234300,1712101,841282.7787919705,928310.5978151108,1214794,1690637,885082.2108701261,1032759,784681.0934623037,786727.8199246587,803162.900751469,803162.900751469,839943,799294,868085,671688,670223,689904,689904,692092,530176,568033,480273,315059,315059,543996.1366443868,423329,410003,370987,282207,583996,354104,88399.0778722308,25553,Large/Metro,1,1,0
2023,Klamath Falls,1334869000,1334869000,1320028800,1320028800,1100048000,943934800,1091191900,1051654200,1051405000,336783900,153678600,151256700,125090000,7236500,3778544,2795500,2183411,904185.9010476746,757624.284972709,1276393,2085320,1088035.1934466125,1038177,881995.8511278213,890125.496577797,896688.0251130986,896688.0251130986,839859,831750,837863,679827,684375,671415,671415,674504,665157,546042,552890,527081,527081,623423.3190933181,423510,614226,440456,498042,561341,364764,58558.12643164554,21753,Medium,1,1,0
2023,Newberg,1934997000,1934997000,1881910400,1881910400,1649523200,1604824800,1656819700,1595575300,1616904300,244056700,171259000,202252900,144070200,6911200,2275235,3607500,1472344,638364.6090557484,810853.4164304743,1212265,1630767,994888.6879707676,822555,897906.6775699424,909235.2844684438,892732.0963060191,892732.0963060191,876914,809991,833638,747010,732655,720954,720954,580196,639275,589582,538343,286985,286985,462375.84630512906,389420,456298,374214,375295,569409,348720,101503.74883968284,23886,Medium,1,1,0
2023,Newport,493341800,493341800,515205800,515205800,430378200,341723300,425484600,412181700,404591100,163625000,43555500,41391200,30997200,2578700,1694280,2091100,894644,479401.9120044258,478675.05026172416,637268,1062451,541522.5454148966,391145,404616.1906531582,399308.8889192903,435874.7238403046,435874.7238403046,373798,414004,383336,294439,303043,313102,313102,242765,286373,250525,205537,216507,216507,322344.0060201394,150911,262191,160636,235517,146085,110271,63046.09980605699,10853,Medium,1,1,0
2023,North Bend,1301753300,1301753300,1277196600,1277196600,1126117900,910689400,1138656200,1097388700,1118880700,321248200,62070100,79114400,83676500,4915400,3333859,3589000,2205056,673058.7775427254,895551.1920657834,1440244,2255452,1127446.959826452,1207820,958738.4196326836,954918.9605029662,970944.132463822,970944.132463822,975165,978581,937956,767612,771021,780200,780200,780904,707408,621872,583891,392144,392144,611010.4161177438,472212,719873,484351,410308,548534,410415,70104.60872350338,9768,None,0,1,0
2023,Ontario,368051500,368051500,335967800,335967800,248980800,247575300,276181500,205185100,225285300,84415100,115623000,124015600,45497100,1559800,739287,604800,476934,218991.38120368824,196742.9993252362,276867,537584,244196.33452042867,221197,189364.8801394112,180072.44879340648,192690.6355539457,192690.6355539457,170266,178352,156897,123583,134608,136153,136153,139223,148715,118034,115209,114751,114751,112746.6948840796,91959,139165,100063,95492,138574,89967,45093.11531757652,10994,Medium,1,1,0
2023,Prineville,976304600,976304600,975852300,975852300,905609800,784134000,896331700,889155800,880455000,171722200,45556400,52744900,57016000,2636300,1792165,2584400,1071216,285737.3779301638,642423.3326684785,858021,1189983,673925.1671195374,600666,611675.9599290765,616392.7528448512,612863.0068596329,612863.0068596329,593610,556455,527498,504325,507291,507160,507160,417470,413786,421154,368405,155877,155877,402069.52895404515,281925,434634,309901,319183,381507,273126,84024.91297136871,10734,Medium,1,1,0
2023,Roseburg,1105568100,1105568100,1099971100,1099971100,1000125900,781828400,1001563800,990640500,987478700,293159100,30703000,47531800,68824500,5516400,2777693,3118000,1709993,468976.93047941715,429144.7637108029,1186093,1878138,902362.2267121832,898187,796729.5541864482,800632.0492920222,793304.0619089794,793304.0619089794,743904,732757,679589,649612,645592,646382,646382,583816,621548,483240,480865,434057,434057,572157.5920576494,340579,595856,413653,266552,331782,417464,60834.685901300494,23479,Medium,1,1,0
2023,Sandy,1123009100,1123009100,1094813500,1094813500,967502400,856726900,997734400,955408700,983871500,223319700,85773900,81082100,90617800,2389600,1498626,2552100,1160245,481629.7700489062,496629.5169929209,889212,1231387,620609.04353686,724938,575032.1199011611,577863.0016674789,571099.630730775,571099.630730775,601030,570000,557799,512509,509953,504975,504975,501234,412546,422432,345637,259544,259544,438633.5538583183,332320,283806,273830,290032,375283,256771,103197.49656412304,11387,Medium,1,1,0
2023,Silverton,601369900,601369900,588623500,588623500,531212600,477454300,546568900,526682800,538547500,101799100,25645800,29883900,32782800,2249500,1074965,1449300,704407,158737.0790080851,369812.1259303228,473461,708563,353955.11403517,386990,321164.65479168145,323908.1892293117,311847.98485197563,311847.98485197563,311581,300850,303410,282588,279595,267626,267626,260324,219175,195394,188782,86489,86489,192289.20772174015,147063,158564,151812,139463,201045,170271,88596.4596580114,10618,Medium,1,1,0
2023,Sweet Home,506259100,506259100,499503600,499503600,413879800,400106400,427653200,405268000,422084700,92367200,11151400,14545900,34245000,1837100,1075920,897100,575140,130693.74689826313,374212.07067943434,347391,495356,281915.7648954066,285518,225871.9168022356,229438.854555753,244807.0074287206,244807.0074287206,235975,230429,212773,198580,197558,200588,200588,197416,207349,158320,154370,69234,69234,155307.3377406064,119823,0,128535,94222,180133,182561,69232.86127758105,9977,None,0,1,0
2023,Tualatin,4452160300,4452160300,4406757400,4406757400,3675379800,3580660100,3661587900,3604313000,3600770100,752642800,263008200,342025200,321292100,18637200,9757580,10525400,5834021,1581218.442128562,2455268.4582024575,3354570,4068511,2869806.602476155,2917058,2585793.9928533435,2583186.8089068886,2544860.261802528,2544860.261802528,2406381,2272357,2350464,2064801,2051902,2067064,2067064,2060583,1649418,1727509,1428792,1479624,1479624,1540168.5600613416,1342685,1325257,1228154,1196513,966472,453899,123202.1643588278,27837,Large/Metro,1,1,0
2023,West Linn,4238258900,4238258900,4200964900,4200964900,3772233400,3602515600,3773234100,3703974600,3706828300,558585600,157871800,195807500,213759200,9836800,9482598,9802600,5637188,2272462.61013765,2164414.786108569,3005946,3417821,2673958.138103947,2644378,2325795.81046297,2318930.274179784,2297733.006458062,2297733.006458062,2155630,2108955,2017418,1861053,1839113,1792650,1792650,1779330,1651477,1432956,1382903,607990,607990,1102315.701133479,1053861,1111816,1145156,739173,917339,363988,132252.0894592006,26736,Large/Metro,1,1,0
